 190 Ismene 1999 08 10.000 83.84393 3.9846089 0.1668941 274.24321 176.06510 6.16436 7.59 0.15
 191 Kolga 1999 08 10.000 166.04372 2.8970816 0.0863208 226.98826 159.53794 11.50278 9.07 0.15
 192 Nausikaa 1999 08 10.000 253.55159 2.4029250 0.2469887 29.89901 343.52406 6.82336 7.13 0.03
 193 Ambrosia 1999 08 10.000 315.53942 2.6027033 0.2945339 80.92009 350.27405 12.03620 9.68 0.15
 194 Prokne 1999 08 10.000 38.51035 2.6184836 0.2363786 163.40053 159.60587 18.49690 7.68 0.15
 195 Eurykleia 1999 08 10.000 301.14109 2.8778429 0.0394207 119.70661 7.26666 6.97810 9.01 0.15
 196 Philomela 1999 08 10.000 232.31111 3.1129259 0.0251529 207.69964 72.66553 7.25362 6.54 0.15
 197 Arete 1999 08 10.000 113.62005 2.7380617 0.1636289 246.04546 81.81113 8.78904 9.18 0.15
 198 Ampella 1999 08 10.000 345.80406 2.4582056 0.2296717 88.48408 268.71089 9.29744 8.33 0.15
 199 Byblis 1999 08 10.000 89.55830 3.1949754 0.1625947 178.01985 89.34081 15.31318 8.3 0.15
 200 Dynamene 1999 08 10.000 101.08545 2.7381742 0.1315471 85.35105 324.81228 6.90928 8.26 0.15
 201 Penelope 1999 08 10.000 125.68788 2.6765225 0.1824445 180.51443 157.19769 5.76375 8.43 0.24
 202 Chryseis 1999 08 10.000 318.42557 3.0726814 0.0948461 359.48930 137.12760 8.83301 7.42 0.15
 203 Pompeja 1999 08 10.000 136.56916 2.7377949 0.0583697 58.74830 348.08454 3.18501 8.76 0.15
 204 Kallisto 1999 08 10.000 270.74965 2.6713520 0.1744005 55.81390 205.35175 8.26625 8.89 0.15
 205 Martha 1999 08 10.000 319.48266 2.7771468 0.0363115 176.07753 212.12751 10.69967 9.23 0.15
 206 Hersilia 1999 08 10.000 79.56417 2.7408787 0.0386016 302.41341 145.31273 3.77923 8.68 0.15
 207 Hedda 1999 08 10.000 66.65292 2.2835825 0.0290483 191.02225 29.35145 3.80754 9.92 0.15
 208 Lacrimosa 1999 08 10.000 25.31238 2.8928139 0.0125601 130.76250 4.62043 1.75317 8.96 0.15
 209 Dido 1999 08 10.000 292.03061 3.1458146 0.0652909 253.03408 0.87683 7.18132 8.24 0.15
 210 Isabella 1999 08 10.000 233.04010 2.7213335 0.1235720 14.59561 32.94859 5.26516 9.33 0.15
 211 Isolda 1999 08 10.000 185.48135 3.0419039 0.1607268 175.45690 263.85170 3.88468 7.89 0.12
 212 Medea 1999 08 10.000 357.73475 3.1130502 0.1150368 99.57615 313.75647 4.26511 8.28 0.15
 213 Lilaea 1999 08 10.000 302.32606 2.7526494 0.1467107 161.85308 122.25046 6.80392 8.64 0.15
 214 Aschera 1999 08 10.000 156.88321 2.6109796 0.0306449 133.59626 342.33135 3.43225 9.50 0.51
 215 Oenone 1999 08 10.000 202.56658 2.7671595 0.0342891 316.59479 25.12035 1.69098 9.59 0.15
 216 Kleopatra 1999 08 10.000 352.75281 2.7932333 0.2536240 179.20475 215.68742 13.14023 7.30 0.29
 217 Eudora 1999 08 10.000 175.79898 2.8699219 0.3079938 154.37157 163.17814 10.47905 9.8 0.15
 218 Bianca 1999 08 10.000 208.31270 2.6657990 0.1166752 61.54276 170.91279 15.22955 8.60 0.32
 219 Thusnelda 1999 08 10.000 346.58920 2.3536588 0.2241512 142.32913 201.00145 10.84295 9.32 0.15
 220 Stephania 1999 08 10.000 231.64747 2.3494875 0.2566688 78.42994 258.13544 7.58885 11.0 0.15
 221 Eos 1999 08 10.000 334.84094 3.0121778 0.0978829 195.79088 142.19341 10.86084 7.67 0.13
 222 Lucia 1999 08 10.000 331.12795 3.1329050 0.1439118 179.11201 80.44367 2.16007 9.13 0.15
 223 Rosa 1999 08 10.000 270.61944 3.0925206 0.1271878 58.08577 48.37363 1.94415 9.68 0.15
 224 Oceana 1999 08 10.000 24.69010 2.6442907 0.0442057 280.63687 353.24442 5.84146 8.59 0.15
 225 Henrietta 1999 08 10.000 257.81301 3.3827228 0.2694967 104.84851 197.24620 20.90336 8.72 0.15
 226 Weringia 1999 08 10.000 87.82002 2.7149148 0.2027916 153.06855 135.28562 15.90942 9.7 0.15
 227 Philosophia 1999 08 10.000 65.49738 3.1417792 0.2052858 261.65855 328.14160 9.13827 8.7 0.15
 228 Agathe 1999 08 10.000 288.60361 2.2017649 0.2413030 18.66641 313.60124 2.53857 12.48 0.15
 229 Adelinda 1999 08 10.000 189.85522 3.4140546 0.1487546 312.45655 28.37389 2.09334 9.13 0.15
 230 Athamantis 1999 08 10.000 253.56296 2.3822551 0.0609135 139.89633 240.00718 9.43717 7.35 0.27
 231 Vindobona 1999 08 10.000 228.45390 2.9172265 0.1580079 267.95471 350.94452 5.10283 9.2 0.15
 232 Russia 1999 08 10.000 156.51786 2.5525318 0.1777079 50.05918 152.79733 6.07752 10.25 0.15
 233 Asterope 1999 08 10.000 170.79353 2.6601759 0.1006238 124.61204 222.31579 7.66552 8.21 0.15
 234 Barbara 1999 08 10.000 160.05783 2.3860320 0.2435795 191.65117 144.69780 15.34566 9.02 0.15
 235 Carolina 1999 08 10.000 11.23205 2.8810014 0.0597373 207.38812 66.37633 9.04696 8.82 0.15
 236 Honoria 1999 08 10.000 71.26069 2.7969502 0.1913742 173.80247 186.20428 7.69630 8.18 -0.02
 237 Coelestina 1999 08 10.000 3.12096 2.7617646 0.0716570 198.71436 84.50371 9.76047 9.24 0.15
 238 Hypatia 1999 08 10.000 20.97830 2.9068027 0.0907315 207.19754 184.22848 12.41071 8.18 0.15
 239 Adrastea 1999 08 10.000 123.39755 2.9736212 0.2290776 208.13581 180.97191 6.16210 10.3 0.15
 240 Vanadis 1999 08 10.000 95.80043 2.6658040 0.2048138 300.40449 115.26004 2.10441 9.00 0.15
 241 Germania 1999 08 10.000 217.46751 3.0522708 0.0974205 74.80576 271.07714 5.51679 7.58 0.15
 242 Kriemhild 1999 08 10.000 171.81478 2.8604640 0.1227278 277.22970 207.47389 11.32788 9.2 0.15
 243 Ida 1999 08 10.000 214.93960 2.8600876 0.0456035 112.21907 324.38307 1.13688 9.94 0.15
 244 Sita 1999 08 10.000 300.52403 2.1741644 0.1372082 166.07722 209.16033 2.84061 12.2 0.15
