Io 312.981 0.040 144.754 421600 0.0041 8.989 2000 io_small.tga
Europa 101.087 0.470 54.425 670900 0.0101 20.865 2000 europa_small.tga
Ganymede 119.841 0.195 68.99 1070000 0.0015 292.375 2000 gany_small.tga
Callisto 323.265 0.281 12.668 1883000 0.007 109.158 2000 callisto_small.tga
Amaltea 224.413 0.392 69.057 181994.98 0.004 25.909 2000 asteroid.tga
